date	price	vol_1	vol_2
2016-03-29	39.14	149529	260397
2016-03-30	39.26	103118	296150
2016-03-31	39.6	27797	304367
2016-04-01	38.67	286168	109246
2016-04-04	37.69	286653	152293
2016-04-05	37.87	296446	174703
2016-04-06	39.84	323374	145787
2016-04-07	39.43	308721	167621
2016-04-08	41.94	340222	159496
2016-04-11	42.83	279920	139339
2016-04-12	44.69	357354	170179
2016-04-13	44.18	348587	184776
2016-04-14	43.84	234367	124594
2016-04-15	43.1	285166	166401
2016-04-18	42.91	383372	204871
2016-04-19	44.03	355947	245144
2016-04-20	45.8	297260	176378
2016-04-21	44.53	312602	208109
2016-04-22	45.11	272848	230619
2016-04-25	44.48	211675	176210
2016-04-26	45.74	199235	174906
2016-04-27	47.18	150793	288965
2016-04-28	48.14	113083	274447
2016-04-29	48.13	29515	297848
2016-05-02	45.83	168090	43842
2016-05-03	44.97	276403	94811
2016-05-04	44.62	293821	116866
2016-05-05	45.01	280794	98909
2016-05-06	45.37	283651	123532
2016-05-09	43.63	364584	180649
2016-05-10	45.52	343209	169605
2016-05-11	47.6	381737	179718
2016-05-12	48.08	353848	195473
2016-05-13	47.83	239047	110393
2016-05-16	48.97	294377	194185
2016-05-17	49.28	262324	153182
2016-05-18	48.93	319810	191820
2016-05-19	48.81	302095	163710
2016-05-20	48.72	255583	156511
2016-05-23	48.35	225090	154800
2016-05-24	48.61	211583	161440
2016-05-25	49.74	237787	195051
2016-05-26	49.59	221255	266540
2016-05-27	49.32	130178	228657
2016-05-30	49.76	23093	58249
2016-05-31	49.69	28690	229126
2016-06-01	49.72	265995	98501
2016-06-02	50.04	270116	113598
2016-06-03	49.64	227821	91363
2016-06-06	50.55	223756	109932
2016-06-07	51.44	208823	101639
2016-06-08	52.51	260745	120146
2016-06-09	51.95	213124	115213
2016-06-10	50.54	210059	98368
2016-06-13	50.35	208806	106656
2016-06-14	49.83	224005	128975
2016-06-15	48.97	298839	171482
2016-06-16	47.19	287302	151611
2016-06-17	49.17	222734	119980
2016-06-20	50.65	244410	157169
2016-06-21	50.62	256951	177566
2016-06-22	49.88	282721	224174
2016-06-23	50.91	246953	207608
2016-06-24	48.41	351742	283840
2016-06-27	47.16	243264	230404
2016-06-28	48.58	173176	299226
2016-06-29	50.61	112964	317841
2016-06-30	49.68	25406	309512
2016-07-01	50.35	248693	112379
2016-07-04	50.1	113446	49060
2016-07-05	47.96	305737	134216
2016-07-06	48.8	279124	135213
2016-07-07	46.4	328097	119347
2016-07-08	46.76	237284	115102
2016-07-11	46.25	229276	125122
2016-07-12	48.47	321525	169283
2016-07-13	46.26	299796	138626
2016-07-14	47.37	289398	174858
2016-07-15	47.61	260430	152734
2016-07-18	46.96	230495	127430
2016-07-19	46.66	214363	128114
2016-07-20	47.17	296296	189047
2016-07-21	46.2	237479	176763
2016-07-22	45.69	243489	192591
2016-07-25	44.72	188805	143156
2016-07-26	44.87	240329	213119
2016-07-27	43.47	194572	349557
2016-07-28	42.7	110094	336668
2016-07-29	42.46	21544	286584
2016-08-01	42.14	234773	88362
2016-08-02	41.8	262560	81450
2016-08-03	43.1	320440	124337
2016-08-04	44.29	276418	111020
2016-08-05	44.27	236874	104082
2016-08-08	45.39	221513	93947
2016-08-09	44.98	216218	101711
2016-08-10	44.05	284858	118302
2016-08-11	46.04	335527	151683
2016-08-12	46.97	258003	108560
2016-08-15	48.35	234398	89434
2016-08-16	49.23	331860	191034
2016-08-17	49.85	377399	226900
2016-08-18	50.89	268834	159302
2016-08-19	50.88	252338	138485
2016-08-22	49.16	270367	181333
2016-08-23	49.96	314178	223793
2016-08-24	49.05	280915	218501
2016-08-25	49.67	217126	192513
2016-08-26	49.92	209621	187835
2016-08-29	49.26	65667	112615
2016-08-30	48.37	124524	300287
2016-08-31	47.04	20606	295265
2016-09-01	45.45	290044	179526
2016-09-02	46.83	279344	153072
2016-09-05	47.63	287952	157787
2016-09-06	47.26	215064	106029
2016-09-07	47.98	224227	122086
2016-09-08	49.99	327242	229382
2016-09-09	48.01	262147	176254
2016-09-12	48.32	258760	154029
2016-09-13	47.1	280023	184070
2016-09-14	45.85	332961	218880
2016-09-15	46.59	320720	244273
2016-09-16	45.77	226321	161929
2016-09-19	45.95	209911	152769
2016-09-20	45.88	298796	230967
2016-09-21	46.83	249080	211835
2016-09-22	47.65	290326	300638
2016-09-23	45.89	306857	309962
2016-09-26	47.35	208153	236073
2016-09-27	45.97	241177	317115
2016-09-28	48.69	188670	602694
2016-09-29	49.24	114831	440095
2016-09-30	49.06	26942	307875
2016-10-03	50.89	284259	98940
2016-10-04	50.87	269265	86739
2016-10-05	51.86	302091	116861
2016-10-06	52.51	293868	117460
2016-10-07	51.93	310018	128627
2016-10-10	53.14	334274	153510
2016-10-11	52.41	373849	191470
2016-10-12	51.81	254729	117772
2016-10-13	52.03	310648	139873
2016-10-14	51.95	248439	138187
2016-10-17	51.52	247028	139508
2016-10-18	51.68	274173	186782
2016-10-19	52.67	292949	173205
2016-10-20	51.38	279308	208966
2016-10-21	51.78	249161	191841
2016-10-24	51.46	277239	219038
2016-10-25	50.79	237734	215666
2016-10-26	49.98	304515	311886
2016-10-27	50.47	138087	292795
2016-10-28	49.71	94844	268414
2016-10-31	48.3	32214	356579
2016-11-01	48.14	462804	214574
2016-11-02	46.86	366824	157283
2016-11-03	46.35	283660	117808
2016-11-04	45.58	384560	187579
2016-11-07	46.15	276169	146345
2016-11-08	46.04	320983	172632
2016-11-09	46.36	448124	238637
2016-11-10	45.84	302446	165648
2016-11-11	44.75	286705	144261
2016-11-14	44.43	260146	132511
2016-11-15	46.95	354268	223381
2016-11-16	46.63	335482	202829
2016-11-17	46.49	280944	189232
2016-11-18	46.86	249336	143278
2016-11-21	48.9	282704	183801
2016-11-22	49.12	436934	315673
2016-11-23	48.95	275288	244694
2016-11-24	49	71185	63606
2016-11-25	47.24	181171	172828
2016-11-28	48.24	207955	374366
2016-11-29	46.38	133105	407079
2016-11-30	50.47	43117	782952
2016-12-01	53.94	460862	240690
2016-12-02	54.46	312780	132026
2016-12-05	54.94	288551	138967
2016-12-06	53.93	280650	150243
2016-12-07	53	298565	191516
2016-12-08	53.89	334183	215039
2016-12-09	54.33	264797	173033
2016-12-12	55.69	372173	209620
2016-12-13	55.72	283432	217002
2016-12-14	53.9	353966	202836
2016-12-15	54.02	266152	169354
2016-12-16	55.21	229187	161738
2016-12-19	54.92	228387	178038
2016-12-20	55.35	257022	216588
2016-12-21	54.46	277727	263497
2016-12-22	55.05	194658	164262
2016-12-23	55.16	104088	103016
2016-12-27	56.09	67836	109586
2016-12-28	56.22	109907	208329
2016-12-29	56.14	49076	229913
2016-12-30	56.82	129096	42092
2017-01-03	55.47	340817	129761
2017-01-04	56.46	282545	103517
2017-01-05	56.89	269612	121353
2017-01-06	57.1	234870	98075
2017-01-09	54.94	266387	122634
2017-01-10	53.64	332978	183019
2017-01-11	55.1	419902	202805
2017-01-12	56.01	331632	189296
2017-01-13	55.45	247086	121643
2017-01-16	55.86	112583	63425
2017-01-17	55.47	335727	207021
2017-01-18	53.92	360148	215454
2017-01-19	54.16	346867	243799
2017-01-20	55.49	293535	189006
2017-01-23	55.23	305849	215101
2017-01-24	55.44	254893	233418
2017-01-25	55.08	275730	278658
2017-01-26	56.24	265715	299608
2017-01-27	55.52	142066	263143
2017-01-30	55.23	104897	272301
2017-01-31	55.7	28804	363170
2017-02-01	56.8	301235	124844
2017-02-02	56.56	297350	142114
2017-02-03	56.81	264757	143966
2017-02-06	55.72	252700	141240
2017-02-07	55.05	317181	169093
2017-02-08	55.12	409826	264084
2017-02-09	55.63	263404	167753
2017-02-10	56.7	284708	157392
2017-02-13	55.59	234314	122421
2017-02-14	55.97	254982	164001
2017-02-15	55.75	272519	189957
2017-02-16	55.65	310843	182549
2017-02-17	55.81	270492	210324
2017-02-20	56.18	209626	174916
2017-02-21	56.66	335443	365653
2017-02-22	55.84	245156	262685
2017-02-23	56.58	223585	246909
2017-02-24	55.99	164961	330680
2017-02-27	55.93	139288	311469
2017-02-28	55.59	28347	394147
2017-03-01	56.36	261742	163609
2017-03-02	55.08	350118	256530
2017-03-03	55.9	248708	174204
2017-03-06	56.01	224195	140233
2017-03-07	55.92	269515	169422
2017-03-08	53.11	444133	269411
2017-03-09	52.19	504122	302513
2017-03-10	51.37	351344	196716
2017-03-13	51.35	276760	161487
2017-03-14	50.92	411631	273015
2017-03-15	51.81	327902	233815
2017-03-16	51.74	281525	229419
2017-03-17	51.76	220349	198396
2017-03-20	51.62	239247	186846
2017-03-21	50.96	291705	234435
2017-03-22	50.64	327912	300026
2017-03-23	50.56	320211	348040
2017-03-24	50.8	215340	264097
2017-03-27	50.75	195521	236775
2017-03-28	51.33	186414	293774
2017-03-29	52.42	140442	345028
2017-03-30	52.96	128549	439028
2017-03-31	52.83	27461	388846
2017-04-03	53.12	241746	102515
2017-04-04	54.17	302109	129496
2017-04-05	54.36	353017	150238
2017-04-06	54.89	239472	112490
2017-04-07	55.24	317775	120061
2017-04-10	55.98	298898	164769
2017-04-11	56.23	340419	192002
2017-04-12	55.86	373526	233853
2017-04-13	55.89	325309	228582
2017-04-17	55.36	158972	98283
2017-04-18	54.89	373099	254009
2017-04-19	52.93	435407	274127
2017-04-20	52.99	401851	338773
2017-04-21	51.96	348477	324095
2017-04-24	51.6	267284	272234
2017-04-25	52.1	272756	322573
2017-04-26	51.82	206557	421762
2017-04-27	51.44	187128	538784
2017-04-28	51.73	23204	352782
2017-05-01	51.52	121525	36224
2017-05-02	50.46	364060	155142
2017-05-03	50.79	357189	171465
2017-05-04	48.38	541579	258556
2017-05-05	49.1	530438	261530
2017-05-08	49.34	400718	202488
2017-05-09	48.73	332913	172170
2017-05-10	50.22	368112	182898
2017-05-11	50.77	315588	172522
2017-05-12	50.84	304757	178845
2017-05-15	51.82	331418	180638
2017-05-16	51.65	340962	222890
2017-05-17	52.21	331361	182193
2017-05-18	52.51	363694	205226
2017-05-19	53.61	333274	225990
2017-05-22	53.87	379122	315908
2017-05-23	54.15	328325	293401
2017-05-24	53.96	351635	293521
2017-05-25	51.46	464495	393667
2017-05-26	52.15	265833	341994
2017-05-29	52.29	36592	59570
2017-05-30	51.84	137207	370004
2017-05-31	50.31	41681	514958
2017-06-01	50.63	462917	249590
2017-06-02	49.95	451455	254769
2017-06-05	49.47	348409	214813
2017-06-06	50.12	329713	209921
2017-06-07	48.06	461745	251558
2017-06-08	47.86	445968	319750
2017-06-09	48.15	285815	183062
2017-06-12	48.29	316560	205897
2017-06-13	48.72	321281	220786
2017-06-14	47	464423	309617
2017-06-15	46.92	301404	249040
2017-06-16	47.37	227424	164951
2017-06-19	46.91	261488	197661
2017-06-20	46.02	343458	248470
2017-06-21	44.82	389712	290274
2017-06-22	45.22	346755	314719
2017-06-23	45.54	252259	242598
2017-06-26	45.83	203221	211491
2017-06-27	46.65	263256	311308
2017-06-28	47.31	162581	338400
2017-06-29	47.42	179560	401760
2017-06-30	47.92	26181	308192
2017-07-03	49.68	244518	95299
2017-07-04	49.61	129566	66732
2017-07-05	47.79	372984	144772
2017-07-06	48.11	308255	120248
2017-07-07	46.71	302323	101626
2017-07-10	46.88	268902	129978
2017-07-11	47.52	283386	133019
2017-07-12	47.74	333698	152241
2017-07-13	48.42	262631	143032
2017-07-14	48.91	295663	177041
2017-07-17	48.42	227420	149977
2017-07-18	48.84	251496	150833
2017-07-19	49.7	300371	178459
2017-07-20	49.3	315337	198410
2017-07-21	48.06	338354	229669
2017-07-24	48.6	287928	229067
2017-07-25	50.2	284288	252859
2017-07-26	50.97	258949	295738
2017-07-27	51.49	184427	308648
2017-07-28	52.52	159148	410846
2017-07-31	52.65	25540	376748
2017-08-01	51.78	392641	223969
2017-08-02	52.36	406415	249252
2017-08-03	52.01	402658	273921
2017-08-04	52.42	278784	153586
2017-08-07	52.37	260937	141049
2017-08-08	52.14	235160	98376
2017-08-09	52.7	265606	162645
2017-08-10	51.9	450278	285830
2017-08-11	52.1	245314	130261
2017-08-14	50.73	281573	153851
2017-08-15	50.8	334161	212322
2017-08-16	50.27	305551	204425
2017-08-17	51.03	334304	231594
2017-08-18	52.72	317440	186530
2017-08-21	51.66	271574	172771
2017-08-22	51.87	313918	221021
2017-08-23	52.57	287199	237015
2017-08-24	52.04	255763	252425
2017-08-25	52.41	218089	237598
2017-08-28	51.89	141582	207893
2017-08-29	52	139974	299417
2017-08-30	50.86	152585	437318
2017-08-31	52.38	33499	462166
2017-09-01	52.75	262197	188988
2017-09-04	52.34	121539	87648
2017-09-05	53.38	300776	210933
2017-09-06	54.2	322595	278900
2017-09-07	54.49	306718	259798
2017-09-08	53.78	307449	280010
2017-09-11	53.84	276434	218530
2017-09-12	54.27	279336	256354
2017-09-13	55.16	291472	292198
2017-09-14	55.47	327352	340291
2017-09-15	55.62	271070	279432
2017-09-18	55.48	278120	286385
2017-09-19	55.14	221760	247219
2017-09-20	56.29	295650	319991
2017-09-21	56.43	251616	324272
2017-09-22	56.86	208360	289046
2017-09-25	59.02	224939	373286
2017-09-26	58.44	214727	452774
2017-09-27	57.9	142870	405232
2017-09-28	57.41	117888	446370
2017-09-29	57.54	24020	343513
2017-10-02	56.12	352045	133099
2017-10-03	56	275423	123987
2017-10-04	55.8	330854	143947
2017-10-05	57	379302	194956
2017-10-06	55.62	395647	160079
2017-10-09	55.79	301152	152957
2017-10-10	56.61	290341	154333
2017-10-11	56.94	310139	196801
2017-10-12	56.25	339530	202072
2017-10-13	57.17	332597	179395
2017-10-16	57.82	341777	195062
2017-10-17	57.88	405217	258785
2017-10-18	58.15	329325	237261
2017-10-19	57.23	430668	302497
2017-10-20	57.75	369888	236609
2017-10-23	57.37	353071	298759
2017-10-24	58.33	334681	314674
2017-10-25	58.44	260548	258536
2017-10-26	59.3	232283	236037
2017-10-27	60.44	209886	332438
2017-10-30	60.9	168541	331677
2017-10-31	61.37	29115	311141
2017-11-01	60.49	337761	134851
2017-11-02	60.62	289300	128375
2017-11-03	62.07	272739	123393
2017-11-06	64.27	356994	166971
2017-11-07	63.69	389455	226396
2017-11-08	63.49	418072	236850
2017-11-09	63.93	319856	184383
2017-11-10	63.52	307965	190659
2017-11-13	63.16	335154	251290
2017-11-14	62.21	418939	264860
2017-11-15	61.87	279411	192378
2017-11-16	61.36	314062	214034
2017-11-17	62.72	356735	239756
2017-11-20	62.22	283479	173699
2017-11-21	62.57	338157	260460
2017-11-22	63.32	322870	247809
2017-11-23	63.55	113080	87730
2017-11-24	63.86	152696	150534
2017-11-27	63.84	249086	265922
2017-11-28	63.61	186934	300440
2017-11-29	63.11	178202	441956
2017-11-30	63.57	26207	416613
2017-12-01	63.73	308154	128798
2017-12-04	62.45	250521	133942
2017-12-05	62.86	219338	108402
2017-12-06	61.22	314261	167502
2017-12-07	62.2	238964	145905
2017-12-08	63.4	362429	211235
2017-12-11	64.69	488007	415478
2017-12-12	63.34	508993	386695
2017-12-13	62.44	354367	258138
2017-12-14	63.31	277672	194032
2017-12-15	63.23	212995	151530
2017-12-18	63.41	234617	192336
2017-12-19	63.8	213190	210345
2017-12-20	64.56	222727	204160
2017-12-21	64.9	155417	165044
2017-12-22	65.25	110419	130895
2017-12-26	67.02	74246	126506
2017-12-27	66.44	122431	228212
2017-12-28	66.72	35088	183704
2017-12-29	66.87	157948	56185
2018-01-02	66.57	211739	91765
2018-01-03	67.84	260862	134074
2018-01-04	68.07	246148	132396
2018-01-05	67.62	183452	100437
2018-01-08	67.78	210348	131209
2018-01-09	68.82	319922	166967
2018-01-10	69.2	290542	174752
2018-01-11	69.26	341936	204452
2018-01-12	69.87	302098	174507
2018-01-15	70.26	173464	99486
2018-01-16	69.15	322952	223924
2018-01-17	69.38	280419	182822
2018-01-18	69.31	270231	204245
2018-01-19	68.57	14861	4010
